,0
важливою,0.007964904303543975
валентини,0.007964904303543975
вам,0.01592980860708795
вартости,0.007964904303543975
варшавському,0.007964904303543975
вашу,0.007964904303543975
ввійшов,0.007964904303543975
вели,0.007964904303543975
велике,0.007964904303543975
великий,0.01592980860708795
велику,0.007964904303543975
великій,0.01592980860708795
величезне,0.007964904303543975
величезний,0.01592980860708795
величезну,0.007964904303543975
вересня,0.007964904303543975
вересні,0.007964904303543975
вертаюся,0.007964904303543975
весну,0.007964904303543975
вже,0.0318596172141759
взагалі,0.01592980860708795
взяв,0.007964904303543975
ви,0.007964904303543975
виборення,0.007964904303543975
вигляд,0.007964904303543975
виголосив,0.007964904303543975
видавничими,0.007964904303543975
видання,0.007964904303543975
видасть,0.007964904303543975
видатний,0.007964904303543975
видатних,0.01592980860708795
видається,0.007964904303543975
визволення,0.007964904303543975
визвольних,0.007964904303543975
визвольної,0.007964904303543975
визнавала,0.007964904303543975
визначальними,0.007964904303543975
визначення,0.007964904303543975
визначити,0.007964904303543975
вийшов,0.01592980860708795
викликав,0.007964904303543975
виконав,0.007964904303543975
використовував,0.007964904303543975
вимагало,0.007964904303543975
вимагаючи,0.007964904303543975
вимогою,0.007964904303543975
винаймала,0.007964904303543975
виникла,0.007964904303543975
виняткову,0.007964904303543975
випадок,0.007964904303543975
випинати,0.007964904303543975
випливала,0.007964904303543975
виправдовувала,0.007964904303543975
випускають,0.007964904303543975
виразно,0.007964904303543975
виразною,0.007964904303543975
виробив,0.007964904303543975
виростала,0.007964904303543975
висловлювався,0.007964904303543975
висмикуваним,0.007964904303543975
виснажений,0.007964904303543975
виступ,0.007964904303543975
виступами,0.007964904303543975
виступаючи,0.007964904303543975
виступає,0.007964904303543975
виступи,0.007964904303543975
виховання,0.007964904303543975
виховникпедагог,0.007964904303543975
виходити,0.007964904303543975
виходить,0.01592980860708795
виходу,0.007964904303543975
виході,0.007964904303543975
виявилися,0.007964904303543975
виявом,0.007964904303543975
виїжджає,0.01592980860708795
вказують,0.007964904303543975
вказує,0.007964904303543975
вкинули,0.007964904303543975
влади,0.007964904303543975
власновладства,0.007964904303543975
власного,0.007964904303543975
влаштуватися,0.007964904303543975
войовничості,0.007964904303543975
вокамболя,0.007964904303543975
володар,0.007964904303543975
володимир,0.007964904303543975
володимира,0.007964904303543975
волюнтаристичного,0.007964904303543975
вони,0.0318596172141759
воно,0.007964904303543975
ворожій,0.007964904303543975
ворожість,0.007964904303543975
восьми,0.007964904303543975
вплив,0.04778942582126385
впливав,0.007964904303543975
впливи,0.05575433012480782
впливом,0.007964904303543975
впливу,0.007964904303543975
вплинула,0.007964904303543975
вражав,0.007964904303543975
все,0.01592980860708795
всенародню,0.007964904303543975
всеросійського,0.007964904303543975
всеукраїнському,0.007964904303543975
вскочив,0.007964904303543975
всупереч,0.007964904303543975
всього,0.007964904303543975
всьому,0.007964904303543975
всі,0.0318596172141759
всієї,0.007964904303543975
вулиці,0.007964904303543975
входить,0.007964904303543975
вхітно,0.007964904303543975
вчився,0.007964904303543975
вчинки,0.007964904303543975
вєлікай,0.007964904303543975
вєстника,0.007964904303543975
вів,0.01592980860708795
від,0.08761394733898373
віденський,0.007964904303543975
віденському,0.007964904303543975
віденськім,0.007964904303543975
відзначає,0.007964904303543975
відкидав,0.007964904303543975
відмовлявся,0.007964904303543975
відновили,0.007964904303543975
відня,0.007964904303543975
відні,0.007964904303543975
відомому,0.007964904303543975
відомою,0.007964904303543975
відомі,0.007964904303543975
відповідний,0.007964904303543975
відходив,0.007964904303543975
відходячи,0.007964904303543975
відчуття,0.007964904303543975
відіграла,0.007964904303543975
війни,0.0318596172141759
війні,0.007964904303543975
військовополонених,0.007964904303543975
військової,0.007964904303543975
вільмерсдорф,0.007964904303543975
він,0.2548769377134072
віннінгів,0.007964904303543975
вірним,0.007964904303543975
вістник,0.01592980860708795
вістника,0.023894712910631926
вістниківців,0.007964904303543975
вітчим,0.007964904303543975
віці,0.01592980860708795
газета,0.007964904303543975
галицькому,0.007964904303543975
галичини,0.007964904303543975
галичину,0.007964904303543975
гаразд,0.007964904303543975
гарри,0.007964904303543975
гачкуватий,0.007964904303543975
гетто,0.007964904303543975
гетьмана,0.007964904303543975
глибоким,0.007964904303543975
глибокого,0.007964904303543975
глибше,0.007964904303543975
говорив,0.007964904303543975
говорить,0.01592980860708795
гоголь,0.007964904303543975
гоголя,0.007964904303543975
годинну,0.007964904303543975
головно,0.007964904303543975
головного,0.007964904303543975
головну,0.007964904303543975
головні,0.007964904303543975
головою,0.007964904303543975
голос,0.007964904303543975
греків,0.007964904303543975
грицай,0.01592980860708795
громада,0.007964904303543975
громадському,0.007964904303543975
громаді,0.01592980860708795
гроші,0.007964904303543975
груп,0.01592980860708795
групи,0.007964904303543975
гуманітарних,0.007964904303543975
гуртка,0.007964904303543975
гуртків,0.007964904303543975
гусар,0.007964904303543975
гюго,0.007964904303543975
давало,0.007964904303543975
дало,0.007964904303543975
дальше,0.007964904303543975
далі,0.0318596172141759
дарія,0.007964904303543975
дає,0.007964904303543975
двадцятих,0.007964904303543975
двох,0.01592980860708795
дві,0.007964904303543975
двічі,0.007964904303543975
ддонцов,0.01592980860708795
де,0.05575433012480782
демократичних,0.007964904303543975
державна,0.007964904303543975
державности,0.007964904303543975
державної,0.007964904303543975
державній,0.007964904303543975
держиться,0.007964904303543975
десятками,0.007964904303543975
десятків,0.007964904303543975
джен,0.007964904303543975
джім,0.007964904303543975
динамічний,0.007964904303543975
директором,0.007964904303543975
директорією,0.007964904303543975
дискутувати,0.007964904303543975
дитинства,0.01592980860708795
дитині,0.007964904303543975
для,0.039824521517719876
дмитра,0.11150866024961564
дмитро,0.1274384688567036
дмитром,0.007964904303543975
до,0.2708067463204952
доба,0.007964904303543975
добрий,0.007964904303543975
добрими,0.007964904303543975
довго,0.007964904303543975
додаючи,0.007964904303543975
дозволила,0.007964904303543975
доктора,0.01592980860708795
доктрина,0.007964904303543975
доктрини,0.007964904303543975
документально,0.007964904303543975
долею,0.007964904303543975
долучитися,0.007964904303543975
доля,0.007964904303543975
домі,0.007964904303543975
донцов,0.26284184201695115
донцова,0.21505241619568732
донцови,0.007964904303543975
донцовим,0.01592980860708795
донцових,0.01592980860708795
донцовихзахаржевських,0.007964904303543975
донцову,0.007964904303543975
донця,0.007964904303543975
донців,0.007964904303543975
доповідь,0.007964904303543975
допомоги,0.007964904303543975
допомогою,0.007964904303543975
допомозі,0.007964904303543975
допоміг,0.007964904303543975
дореволюційних,0.007964904303543975
дорошенко,0.023894712910631926
дорібок,0.007964904303543975
досвід,0.007964904303543975
достеменно,0.007964904303543975
досягнень,0.007964904303543975
дотепер,0.007964904303543975
дочекався,0.007964904303543975
дра,0.023894712910631926
другий,0.007964904303543975
других,0.007964904303543975
другого,0.007964904303543975
другом,0.007964904303543975
другому,0.007964904303543975
другої,0.007964904303543975
другій,0.007964904303543975
дружини,0.007964904303543975
друкованого,0.007964904303543975
дуже,0.0318596172141759
дужий,0.007964904303543975
дужому,0.007964904303543975
дума,0.007964904303543975
думи,0.007964904303543975
думка,0.007964904303543975
думку,0.007964904303543975
думі,0.007964904303543975
дух,0.007964904303543975
духовий,0.007964904303543975
духовного,0.007964904303543975
духовну,0.007964904303543975
дядька,0.007964904303543975
дід,0.01592980860708795
дійсно,0.007964904303543975
дійсні,0.007964904303543975
дійшло,0.007964904303543975
дікенса,0.007964904303543975
діло,0.007964904303543975
дім,0.007964904303543975
дістав,0.01592980860708795
діставати,0.007964904303543975
діяльности,0.007964904303543975
діяльності,0.007964904303543975
діяльність,0.023894712910631926
діяч,0.007964904303543975
діячі,0.007964904303543975
діячів,0.01592980860708795
еволюція,0.01592980860708795
ексцентричність,0.007964904303543975
еліти,0.007964904303543975
еміграцією,0.007964904303543975
енциклопедії,0.007964904303543975
есеїстика,0.007964904303543975
есеїстичними,0.007964904303543975
есеїстів,0.007964904303543975
етапом,0.007964904303543975
етика,0.007964904303543975
етнографічною,0.007964904303543975
жаколіо,0.007964904303543975
же,0.01592980860708795
живим,0.007964904303543975
жидів,0.007964904303543975
життя,0.07964904303543975
житті,0.023894712910631926
жодного,0.007964904303543975
журналу,0.01592980860708795
журналістичного,0.007964904303543975
за,0.05575433012480782
заарештовують,0.007964904303543975
завдання,0.01592980860708795
завдяки,0.023894712910631926
завдячуємо,0.007964904303543975
завжди,0.0318596172141759
завше,0.007964904303543975
загальному,0.007964904303543975
загальні,0.007964904303543975
заграва,0.007964904303543975
заграви,0.007964904303543975
заграничній,0.007964904303543975
загроженим,0.007964904303543975
зазначаючи,0.007964904303543975
займав,0.01592980860708795
займався,0.007964904303543975
закорінилося,0.007964904303543975
закінчив,0.01592980860708795
закінчує,0.007964904303543975
залишалися,0.007964904303543975
залишає,0.007964904303543975
залишається,0.007964904303543975
залишив,0.007964904303543975
залишився,0.007964904303543975
запаси,0.007964904303543975
заперечити,0.007964904303543975
заперечують,0.007964904303543975
записався,0.007964904303543975
зараз,0.007964904303543975
засади,0.007964904303543975
засадничі,0.007964904303543975
засадою,0.007964904303543975
засміялися,0.007964904303543975
заснованого,0.007964904303543975
засновника,0.007964904303543975
засуджуваною,0.007964904303543975
засуджує,0.007964904303543975
засіданні,0.007964904303543975
зауважив,0.007964904303543975
заходами,0.01592980860708795
захоплення,0.007964904303543975
збирав,0.007964904303543975
звеличуваною,0.007964904303543975
звинувачуючи,0.01592980860708795
звідки,0.023894712910631926
звітності,0.007964904303543975
згаданий,0.007964904303543975
згадував,0.01592980860708795
згадуючи,0.007964904303543975
згадує,0.04778942582126385
згодом,0.007964904303543975
згуртовує,0.007964904303543975
здобуття,0.007964904303543975
здоровий,0.007964904303543975
землях,0.007964904303543975
злосливо,0.007964904303543975
змагань,0.007964904303543975
змалку,0.01592980860708795
змалював,0.007964904303543975
змогу,0.007964904303543975
зміни,0.007964904303543975
знав,0.007964904303543975
знайомиться,0.01592980860708795
знайомство,0.039824521517719876
знайшов,0.007964904303543975
знання,0.023894712910631926
знаходиться,0.007964904303543975
значення,0.01592980860708795
знаю,0.007964904303543975
знищуючим,0.007964904303543975
знову,0.01592980860708795
зовсім,0.007964904303543975
зокрема,0.023894712910631926
зорганізованої,0.007964904303543975
зробили,0.007964904303543975
зроблена,0.007964904303543975
зрозуміти,0.007964904303543975
зупинюся,0.007964904303543975
зустрілася,0.007964904303543975
зустріти,0.007964904303543975
зустріч,0.007964904303543975
зустрічався,0.007964904303543975
зустрічає,0.007964904303543975
зустрічаємо,0.007964904303543975
зустрічей,0.007964904303543975
зформувався,0.007964904303543975
исторического,0.007964904303543975
их,0.007964904303543975
його,0.2230173204992313
йому,0.01592980860708795
кавказі,0.007964904303543975
кадетів,0.007964904303543975
казав,0.007964904303543975
казали,0.007964904303543975
кам,0.007964904303543975
картину,0.007964904303543975
картузької,0.007964904303543975
картузькій,0.01592980860708795
католицьких,0.007964904303543975
кейт,0.007964904303543975
кермуватись,0.007964904303543975
києва,0.007964904303543975
києві,0.01592980860708795
климишин,0.01592980860708795
климишиним,0.007964904303543975
климівлегенда,0.01592980860708795
ключові,0.007964904303543975
книгозбірні,0.007964904303543975
книжка,0.007964904303543975
книжки,0.007964904303543975
ковтав,0.007964904303543975
козацького,0.007964904303543975
кола,0.007964904303543975
колежанка,0.007964904303543975
коли,0.0637192344283518
колишні,0.007964904303543975
коло,0.007964904303543975
колодці,0.007964904303543975
колонізатора,0.007964904303543975
колєґа,0.007964904303543975
компетентного,0.007964904303543975
комплєт,0.007964904303543975
комунізмом,0.007964904303543975
конгрес,0.007964904303543975
конгресу,0.007964904303543975
коновалець,0.01592980860708795
коновальцем,0.007964904303543975
коновальця,0.023894712910631926
конспіративно,0.007964904303543975
контакту,0.007964904303543975
конфлікт,0.01592980860708795
концентраційного,0.007964904303543975
концепціям,0.007964904303543975
концепції,0.023894712910631926
концтабору,0.007964904303543975
копав,0.007964904303543975
короткий,0.01592980860708795
костюми,0.007964904303543975
котрих,0.007964904303543975
котрогось,0.007964904303543975
кохався,0.007964904303543975
кравціва,0.007964904303543975
кракова,0.007964904303543975
кракові,0.007964904303543975
країні,0.007964904303543975
критикою,0.007964904303543975
крок,0.01592980860708795
крім,0.007964904303543975
ксав,0.007964904303543975
культури,0.01592980860708795
культурному,0.007964904303543975
куліш,0.007964904303543975
купки,0.007964904303543975
кутом,0.007964904303543975
кіл,0.007964904303543975
кінця,0.007964904303543975
левинський,0.007964904303543975
легальних,0.007964904303543975
легенда,0.007964904303543975
ленкавський,0.007964904303543975
леніна,0.007964904303543975
липні,0.007964904303543975
лист,0.007964904303543975
листопада,0.007964904303543975
листі,0.007964904303543975
лише,0.039824521517719876
лнвістника,0.007964904303543975
лотоцький,0.007964904303543975
лояльність,0.007964904303543975
лук,0.007964904303543975
львова,0.0318596172141759
львові,0.05575433012480782
любила,0.007964904303543975
люде,0.007964904303543975
людей,0.007964904303543975
людьми,0.007964904303543975
лютого,0.007964904303543975
лідер,0.007964904303543975
лізей,0.007964904303543975
літ,0.023894712910631926
літературних,0.007964904303543975
літературного,0.007964904303543975
літературнонауковий,0.007964904303543975
літературнонаукового,0.007964904303543975
літературі,0.007964904303543975
мав,0.08761394733898373
майбутнього,0.007964904303543975
майже,0.01592980860708795
майора,0.007964904303543975
макіавеллі,0.007964904303543975
макіявеллія,0.007964904303543975
макіявеля,0.007964904303543975
мала,0.0318596172141759
маланюка,0.01592980860708795
мали,0.007964904303543975
малих,0.007964904303543975
мало,0.0318596172141759
марксизму,0.007964904303543975
марією,0.007964904303543975
маски,0.007964904303543975
матері,0.007964904303543975
мати,0.0318596172141759
маючи,0.007964904303543975
межах,0.007964904303543975
межі,0.007964904303543975
мелітополі,0.007964904303543975
мене,0.05575433012480782
ментальність,0.007964904303543975
мені,0.01592980860708795
метафорою,0.007964904303543975
метра,0.007964904303543975
микола,0.01592980860708795
миколи,0.007964904303543975
миколою,0.007964904303543975
мислитель,0.007964904303543975
мистецьких,0.007964904303543975
михайла,0.007964904303543975
михайло,0.0318596172141759
мовчки,0.007964904303543975
могла,0.007964904303543975
могли,0.007964904303543975
мого,0.007964904303543975
модерне,0.007964904303543975
можливо,0.007964904303543975
можна,0.0318596172141759
можу,0.007964904303543975
можуть,0.007964904303543975
молодости,0.007964904303543975
молодь,0.007964904303543975
молоді,0.01592980860708795
момент,0.007964904303543975
монізму,0.007964904303543975
мопасана,0.007964904303543975
москвофільство,0.007964904303543975
моя,0.007964904303543975
моєми,0.007964904303543975
моєї,0.007964904303543975
моїй,0.007964904303543975
мракобісся,0.007964904303543975
муссоліні,0.007964904303543975
міг,0.007964904303543975
міжвоєнних,0.007964904303543975
міжнародній,0.007964904303543975
мільйонами,0.007964904303543975
мірі,0.01592980860708795
місто,0.007964904303543975
місцевих,0.007964904303543975
місцем,0.007964904303543975
місяців,0.007964904303543975
міхновського,0.007964904303543975
міцним,0.007964904303543975
мішана,0.007964904303543975
мішаниною,0.007964904303543975
на,0.4062101194807427
набув,0.007964904303543975
нав,0.007964904303543975
навесні,0.007964904303543975
навколо,0.007964904303543975
навчився,0.01592980860708795
навіть,0.007964904303543975
надзвичайно,0.007964904303543975
надзвичайною,0.007964904303543975
надіялися,0.007964904303543975
назвати,0.007964904303543975
назви,0.007964904303543975
назву,0.007964904303543975
називався,0.007964904303543975
називалася,0.007964904303543975
називає,0.007964904303543975
назове,0.007964904303543975
назрілого,0.007964904303543975
найближчих,0.007964904303543975
найбільший,0.007964904303543975
найбільшого,0.007964904303543975
найважливіший,0.007964904303543975
найзнаменніші,0.007964904303543975
найпопулярнішого,0.007964904303543975
найсильнішим,0.007964904303543975
найчастіше,0.007964904303543975
накидала,0.007964904303543975
належав,0.01592980860708795
належали,0.01592980860708795
написаний,0.007964904303543975
напише,0.007964904303543975
наповнений,0.007964904303543975
наполягав,0.007964904303543975
напором,0.007964904303543975
напрямні,0.01592980860708795
народився,0.007964904303543975
народу,0.007964904303543975
нарід,0.007964904303543975
нас,0.007964904303543975
настрою,0.007964904303543975
настрій,0.007964904303543975
наступний,0.007964904303543975
наступного,0.007964904303543975
натури,0.007964904303543975
наук,0.01592980860708795
науки,0.007964904303543975
наукового,0.007964904303543975
наукові,0.007964904303543975
націоналсоціялізм,0.007964904303543975
національний,0.007964904303543975
національних,0.007964904303543975
національного,0.007964904303543975
національному,0.007964904303543975
національної,0.01592980860708795
національну,0.007964904303543975
націоналізм,0.023894712910631926
націоналізму,0.01592980860708795
націоналістичного,0.007964904303543975
націоналістичної,0.007964904303543975
націоналістів,0.007964904303543975
нації,0.039824521517719876
наша,0.007964904303543975
наше,0.007964904303543975
нашого,0.007964904303543975
нашою,0.007964904303543975
нашу,0.007964904303543975
наші,0.01592980860708795
нашій,0.007964904303543975
не,0.23894712910631924
невеселу,0.007964904303543975
недавно,0.007964904303543975
недругам,0.007964904303543975
недєлімай,0.007964904303543975
незалежно,0.007964904303543975
незалежність,0.007964904303543975
незмінним,0.007964904303543975
незнайомого,0.007964904303543975
нелегальне,0.007964904303543975
нелегальних,0.007964904303543975
необхідність,0.007964904303543975
неспроможності,0.007964904303543975
нечисельних,0.007964904303543975
нею,0.007964904303543975
неіснувавшим,0.007964904303543975
ним,0.0318596172141759
новий,0.007964904303543975
нової,0.023894712910631926
ну,0.007964904303543975
нього,0.007964904303543975
ньому,0.01592980860708795
ні,0.007964904303543975
ніж,0.007964904303543975
німецький,0.007964904303543975
німецьколоніст,0.007964904303543975
німців,0.007964904303543975
ніс,0.007964904303543975
ніхто,0.007964904303543975
ніцше,0.007964904303543975
обставин,0.007964904303543975
обстоював,0.007964904303543975
обумовлений,0.007964904303543975
обіч,0.007964904303543975
огляду,0.007964904303543975
одержав,0.007964904303543975
одержавши,0.007964904303543975
один,0.01592980860708795
одиницями,0.007964904303543975
одинокі,0.007964904303543975
одна,0.01592980860708795
одначе,0.007964904303543975
одне,0.007964904303543975
одним,0.01592980860708795
одного,0.007964904303543975
одноліток,0.007964904303543975
одну,0.007964904303543975
однією,0.007964904303543975
одружується,0.007964904303543975
олександр,0.007964904303543975
оповідала,0.007964904303543975
опозицію,0.007964904303543975
опозиції,0.007964904303543975
оптимізму,0.007964904303543975
опублікована,0.007964904303543975
опікувалася,0.007964904303543975
опіраясь,0.007964904303543975
опісля,0.007964904303543975
органом,0.007964904303543975
організаційноідеологічні,0.007964904303543975
організаційну,0.007964904303543975
організаційній,0.007964904303543975
організації,0.023894712910631926
організованої,0.007964904303543975
оригінальним,0.007964904303543975
орієнтації,0.007964904303543975
орієнтувалися,0.007964904303543975
освіту,0.007964904303543975
осередком,0.007964904303543975
основною,0.007964904303543975
основоположником,0.007964904303543975
основою,0.01592980860708795
основу,0.007964904303543975
особисто,0.007964904303543975
особистому,0.007964904303543975
особистості,0.007964904303543975
особливо,0.023894712910631926
особливого,0.007964904303543975
оспорювана,0.007964904303543975
останні,0.007964904303543975
остап,0.01592980860708795
островерха,0.007964904303543975
отримав,0.007964904303543975
оун,0.05575433012480782
оформлення,0.007964904303543975
очевидним,0.007964904303543975
очевидно,0.007964904303543975
очолили,0.007964904303543975
очі,0.007964904303543975
павла,0.007964904303543975
пам,0.007964904303543975
пантеїстичного,0.007964904303543975
панчішна,0.007964904303543975
пародійності,0.007964904303543975
партій,0.007964904303543975
партії,0.023894712910631926
паскудний,0.007964904303543975
пахнів,0.007964904303543975
пдужий,0.007964904303543975
певна,0.007964904303543975
певно,0.007964904303543975
певну,0.007964904303543975
перебрання,0.007964904303543975
перебування,0.007964904303543975
перебільшення,0.007964904303543975
переважно,0.007964904303543975
перед,0.01592980860708795
передати,0.007964904303543975
передусім,0.007964904303543975
перейденим,0.007964904303543975
перекладах,0.007964904303543975
перекладів,0.007964904303543975
перекласти,0.007964904303543975
переконанням,0.007964904303543975
переконатися,0.007964904303543975
перетворити,0.007964904303543975
перетиналася,0.007964904303543975
переходила,0.007964904303543975
перечитав,0.007964904303543975
переїздить,0.01592980860708795
переїхав,0.007964904303543975
перший,0.007964904303543975
першим,0.007964904303543975
першого,0.01592980860708795
першому,0.007964904303543975
першої,0.007964904303543975
перші,0.007964904303543975
період,0.007964904303543975
петербургу,0.007964904303543975
петербурзького,0.007964904303543975
петербурзькій,0.007964904303543975
петербурзі,0.0318596172141759
петлюри,0.007964904303543975
петро,0.007964904303543975
писав,0.023894712910631926
письменників,0.01592980860708795
питання,0.007964904303543975
пише,0.007964904303543975
плекаючи,0.007964904303543975
плеяду,0.007964904303543975
площі,0.007964904303543975
пмілюков,0.007964904303543975
пнр,0.007964904303543975
по,0.05575433012480782
побачив,0.007964904303543975
побороти,0.007964904303543975
побутові,0.007964904303543975
побуту,0.007964904303543975
пов,0.007964904303543975
поважні,0.007964904303543975
повернувся,0.007964904303543975
повертається,0.007964904303543975
повести,0.007964904303543975
повинні,0.007964904303543975
погодився,0.007964904303543975
подвіррю,0.007964904303543975
подив,0.007964904303543975
подякував,0.007964904303543975
подібні,0.007964904303543975
подія,0.007964904303543975
поза,0.01592980860708795
позиції,0.01592980860708795
познайомитися,0.007964904303543975
позначаються,0.007964904303543975
покинув,0.007964904303543975
покоління,0.007964904303543975
полемічної,0.007964904303543975
полковник,0.01592980860708795
полковника,0.007964904303543975
полковникові,0.007964904303543975
положення,0.01592980860708795
польського,0.007964904303543975
польщі,0.007964904303543975
поляків,0.007964904303543975
поліна,0.007964904303543975
політики,0.007964904303543975
політиком,0.007964904303543975
політику,0.007964904303543975
політикуму,0.007964904303543975
політичний,0.007964904303543975
політичним,0.007964904303543975
політичних,0.023894712910631926
політичному,0.01592980860708795
політичної,0.0318596172141759
політичну,0.007964904303543975
політичні,0.007964904303543975
померли,0.007964904303543975
понад,0.007964904303543975
понсон,0.007964904303543975
популярним,0.007964904303543975
популярного,0.007964904303543975
популярні,0.007964904303543975
поросійськи,0.007964904303543975
поруки,0.007964904303543975
порівнювання,0.007964904303543975
поспитав,0.007964904303543975
поставив,0.007964904303543975
постаттю,0.01592980860708795
постать,0.007964904303543975
поступово,0.007964904303543975
постійно,0.01592980860708795
поточної,0.007964904303543975
потрапляє,0.01592980860708795
потреба,0.007964904303543975
потреби,0.007964904303543975
потребував,0.007964904303543975
потім,0.007964904303543975
походження,0.01592980860708795
походив,0.007964904303543975
почала,0.007964904303543975
початкової,0.007964904303543975
початку,0.01592980860708795
починали,0.007964904303543975
поширеного,0.007964904303543975
поїхав,0.007964904303543975
прабабка,0.007964904303543975
правдиве,0.007964904303543975
практичним,0.007964904303543975
працьовитістю,0.007964904303543975
працю,0.007964904303543975
праці,0.01592980860708795
предложення,0.007964904303543975
представників,0.007964904303543975
президією,0.007964904303543975
пресинг,0.007964904303543975
пресі,0.007964904303543975
при,0.023894712910631926
прибувши,0.007964904303543975
привід,0.007964904303543975
привіталися,0.007964904303543975
пригадую,0.007964904303543975
придніпрянською,0.007964904303543975
признанням,0.007964904303543975
призначення,0.007964904303543975
приложиться,0.007964904303543975
приміщенні,0.007964904303543975
принцип,0.007964904303543975
припадково,0.007964904303543975
припускаю,0.007964904303543975
пристала,0.007964904303543975
пристрасним,0.007964904303543975
присутніх,0.007964904303543975
причин,0.007964904303543975
причинився,0.007964904303543975
приятелями,0.007964904303543975
про,0.0955788516425277
проблеми,0.007964904303543975
проводі,0.007964904303543975
провів,0.007964904303543975
провід,0.007964904303543975
провідний,0.007964904303543975
провідних,0.01592980860708795
провідною,0.007964904303543975
проглядається,0.007964904303543975
програми,0.007964904303543975
продовж,0.007964904303543975
продовжував,0.007964904303543975
продовжувати,0.007964904303543975
продовжує,0.01592980860708795
пропагандивну,0.01592980860708795
пропагандист,0.007964904303543975
пропагувати,0.007964904303543975
пропонував,0.007964904303543975
проте,0.023894712910631926
протиставитися,0.007964904303543975
проф,0.007964904303543975
професорів,0.007964904303543975
професійному,0.007964904303543975
проходив,0.007964904303543975
процесі,0.007964904303543975
прінчіпе,0.007964904303543975
псевдонімом,0.007964904303543975
публичній,0.007964904303543975
публіцист,0.023894712910631926
публіциста,0.007964904303543975
публіцистами,0.007964904303543975
публіцистиці,0.007964904303543975
публіцистичними,0.007964904303543975
півдні,0.007964904303543975
північній,0.007964904303543975
під,0.07168413873189577
підкреслення,0.007964904303543975
підкреслював,0.007964904303543975
підставової,0.007964904303543975
підтверджений,0.007964904303543975
підтримувала,0.007964904303543975
підійшов,0.007964904303543975
пізнати,0.007964904303543975
пізніше,0.05575433012480782
після,0.04778942582126385
післявоєнних,0.007964904303543975
пішли,0.007964904303543975
радзимовської,0.007964904303543975
радив,0.007964904303543975
радістю,0.007964904303543975
раз,0.007964904303543975
разом,0.023894712910631926
ранньому,0.007964904303543975
ранніх,0.007964904303543975
рапіри,0.007964904303543975
рассеї,0.007964904303543975
реальне,0.007964904303543975
реальній,0.007964904303543975
ребет,0.007964904303543975
реваншу,0.007964904303543975
революційному,0.007964904303543975
революційнопідпільної,0.007964904303543975
революції,0.007964904303543975
регіт,0.007964904303543975
редагуванні,0.007964904303543975
редактора,0.023894712910631926
редакторів,0.007964904303543975
резонанс,0.007964904303543975
рейхсмарках,0.007964904303543975
рекомендацією,0.007964904303543975
релігія,0.007964904303543975
реферат,0.023894712910631926
рефератові,0.007964904303543975
рефератом,0.007964904303543975
речення,0.007964904303543975
речі,0.007964904303543975
решта,0.007964904303543975
рзадеснянський,0.007964904303543975
риму,0.007964904303543975
ринок,0.007964904303543975
риси,0.007964904303543975
риторикою,0.007964904303543975
робив,0.007964904303543975
робитимуть,0.007964904303543975
роботи,0.01592980860708795
роботу,0.007964904303543975
родився,0.007964904303543975
родина,0.01592980860708795
роду,0.01592980860708795
розвитку,0.007964904303543975
розвиток,0.007964904303543975
розглядаючи,0.007964904303543975
розгорнення,0.007964904303543975
розгрому,0.007964904303543975
